id,gene,cell,nsnp,b,se,CIlower,Ciupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4(PWCOCO),ldcheck,H4 (conventional coloc)
"MPHOSPH6_T cell, CD8, naive activated",MPHOSPH6,"T cell, CD8, naive activated",1,0.045037368,0.008706508,NA,NA,2.31E-07,NA,NA,NA,NA,NA,NA,NA,0.027972612,0.062102123,1.046066948,1.028367519,1.064071005,3.58E-05,Prostate cancer,ieu-b-85,"MPHOSPH6_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.748129253,1,0.935871
"MPHOSPH6_T cell, CD8, naive",MPHOSPH6,"T cell, CD8, naive",1,0.040876885,0.007902214,NA,NA,2.31E-07,NA,NA,NA,NA,NA,NA,NA,0.025388546,0.056365225,1.041723846,1.02571358,1.057984015,3.58E-05,Prostate cancer,ieu-b-85,"MPHOSPH6_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.038868246,1,1
"MPHOSPH6_T cell, CD4, naive TREG",MPHOSPH6,"T cell, CD4, naive TREG",1,0.040980645,0.007922273,NA,NA,2.31E-07,NA,NA,NA,NA,NA,NA,NA,0.025452991,0.0565083,1.041831941,1.025779684,1.058135397,3.58E-05,Prostate cancer,ieu-b-85,"MPHOSPH6_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.902544615,1,0.902545
"MPHOSPH6_NK cell, CD56dim CD16+",MPHOSPH6,"NK cell, CD56dim CD16+",1,0.048325326,0.009342128,NA,NA,2.31E-07,NA,NA,NA,NA,NA,NA,NA,0.030014756,0.066635896,1.049512034,1.03046974,1.068906214,3.58E-05,Prostate cancer,ieu-b-85,"MPHOSPH6_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.905814027,1,0.905814
"ZDHHC7_T cell, CD4, TH17",ZDHHC7,"T cell, CD4, TH17",1,-0.035966631,0.008801246,NA,NA,4.38E-05,NA,NA,NA,NA,NA,NA,NA,-0.053217074,-0.018716189,0.964672483,0.948174166,0.981457872,0.002428828,Prostate cancer,ieu-b-85,"ZDHHC7_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.005093534,1,0.00509353
"MICD_T cell, CD4, memory TREG",MICD,"T cell, CD4, memory TREG",1,0.036224225,0.008808322,NA,NA,3.91E-05,NA,NA,NA,NA,NA,NA,NA,0.018959913,0.053488536,1.036888317,1.019140794,1.054944898,0.002195148,Prostate cancer,ieu-b-85,"MICD_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",1.84E-05,0.713771523,1
"HLA-DPA1_Monocyte, non-classical",HLA-DPA1,"Monocyte, non-classical",1,0.056581242,0.011710238,NA,NA,1.35E-06,NA,NA,NA,NA,NA,NA,NA,0.033629176,0.079533308,1.058212582,1.034201029,1.082781624,0.000137116,Prostate cancer,ieu-b-85,"HLA-DPA1_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.44E-09,1,1
"UHRF1BP1_Monocyte, classical",UHRF1BP1,"Monocyte, classical",1,0.045640756,0.008244782,NA,NA,3.10E-08,NA,NA,NA,NA,NA,NA,NA,0.029480984,0.061800528,1.046698323,1.02991985,1.063750136,7.36E-06,Prostate cancer,ieu-b-85,"UHRF1BP1_Monocyte, classical_Prostate cancer_ieu-b-85",0.809699575,0.995596858,0.8097
"RP3-477O4.16_T cell, CD4, memory TREG",RP3-477O4.16,"T cell, CD4, memory TREG",1,-0.049723185,0.0102188,NA,NA,1.14E-06,NA,NA,NA,NA,NA,NA,NA,-0.069752033,-0.029694337,0.951492775,0.932625051,0.970742208,0.000117036,Prostate cancer,ieu-b-85,"RP3-477O4.16_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.000355949,1,0.997923
"RP11-707O23.5_T cell, CD4, naive activated",RP11-707O23.5,"T cell, CD4, naive activated",1,-0.031247012,0.009974616,NA,NA,0.001732341,NA,NA,NA,NA,NA,NA,NA,-0.050797259,-0.011696764,0.969236131,0.95047135,0.988371377,0.043377014,Prostate cancer,ieu-b-85,"RP11-707O23.5_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.090574561,0.939181945,0.202462
"HLA-K_B cell, naive",HLA-K,"B cell, naive",1,0.036916802,0.009740264,NA,NA,0.000150572,NA,NA,NA,NA,NA,NA,NA,0.017825885,0.056007719,1.037606691,1.017985715,1.057605848,0.006501563,Prostate cancer,ieu-b-85,"HLA-K_B cell, naive_Prostate cancer_ieu-b-85",1.54E-06,0.628533426,1
"ZNRD1-AS1_T cell, CD8, naive",ZNRD1-AS1,"T cell, CD8, naive",1,-0.037282893,0.009836855,NA,NA,0.000150572,NA,NA,NA,NA,NA,NA,NA,-0.056563128,-0.018002658,0.963403556,0.945006826,0.982158421,0.006501563,Prostate cancer,ieu-b-85,"ZNRD1-AS1_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.93E-06,0.628533426,1
"HLA-W_T cell, CD8, naive activated",HLA-W,"T cell, CD8, naive activated",1,-0.034269688,0.009844747,NA,NA,0.000499522,NA,NA,NA,NA,NA,NA,NA,-0.053565392,-0.014973985,0.966310867,0.947843957,0.985137568,0.016153687,Prostate cancer,ieu-b-85,"HLA-W_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.000472148,0.881854343,1
"HCG4B_T cell, CD4, TH2",HCG4B,"T cell, CD4, TH2",1,0.043803666,0.009103451,NA,NA,1.50E-06,NA,NA,NA,NA,NA,NA,NA,0.025960901,0.061646431,1.04477721,1.026300821,1.063586227,0.000150584,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.34E-08,0.952074402,1
"IFITM4P_T cell, CD4, naive activated",IFITM4P,"T cell, CD4, naive activated",1,0.040400594,0.010158531,NA,NA,6.98E-05,NA,NA,NA,NA,NA,NA,NA,0.020489873,0.060311314,1.0412278,1.020701232,1.062167162,0.003670206,Prostate cancer,ieu-b-85,"IFITM4P_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",2.55E-07,0.739483045,1
"IFITM4P_T cell, CD4, naive",IFITM4P,"T cell, CD4, naive",1,0.039161339,0.009846926,NA,NA,6.98E-05,NA,NA,NA,NA,NA,NA,NA,0.019861364,0.058461315,1.039938253,1.020059913,1.060203971,0.003670206,Prostate cancer,ieu-b-85,"IFITM4P_T cell, CD4, naive_Prostate cancer_ieu-b-85",3.67E-08,0.739483045,1
"HLA-B_T cell, CD4, memory TREG",HLA-B,"T cell, CD4, memory TREG",1,0.031097109,0.009231954,NA,NA,0.000756,NA,NA,NA,NA,NA,NA,NA,0.013002479,0.049191739,1.031585675,1.013087378,1.050421738,0.022618998,Prostate cancer,ieu-b-85,"HLA-B_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",2.39E-09,0.835079786,1
"HLA-W_T cell, CD4, naive activated",HLA-W,"T cell, CD4, naive activated",1,-0.048838978,0.009216694,NA,NA,1.16E-07,NA,NA,NA,NA,NA,NA,NA,-0.066903699,-0.030774257,0.952334464,0.935285266,0.96969445,2.21E-05,Prostate cancer,ieu-b-85,"HLA-W_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",2.25E-07,0.595635107,1
"HLA-W_T cell, CD4, naive",HLA-W,"T cell, CD4, naive",1,-0.043670622,0.008241343,NA,NA,1.16E-07,NA,NA,NA,NA,NA,NA,NA,-0.059823655,-0.02751759,0.957269209,0.941930624,0.97285757,2.21E-05,Prostate cancer,ieu-b-85,"HLA-W_T cell, CD4, naive_Prostate cancer_ieu-b-85",3.67E-08,0.740212447,1
"CYP21A2_T cell, CD4, naive",CYP21A2,"T cell, CD4, naive",1,-0.03696955,0.007541053,NA,NA,9.47E-07,NA,NA,NA,NA,NA,NA,NA,-0.051750013,-0.022189087,0.963705479,0.949566216,0.97805528,9.99E-05,Prostate cancer,ieu-b-85,"CYP21A2_T cell, CD4, naive_Prostate cancer_ieu-b-85",1.11E-09,1,1
"CYP21A2_T cell, CD4, TH2",CYP21A2,"T cell, CD4, TH2",1,-0.037839148,0.007718433,NA,NA,9.47E-07,NA,NA,NA,NA,NA,NA,NA,-0.052967277,-0.022711019,0.962867808,0.948411047,0.977544935,9.99E-05,Prostate cancer,ieu-b-85,"CYP21A2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",6.55E-10,1,1
"NCOA4_T cell, CD4, TH1 TH17",NCOA4,"T cell, CD4, TH1 TH17",1,-0.191784659,0.009631906,NA,NA,3.24E-88,NA,NA,NA,NA,NA,NA,NA,-0.210663195,-0.172906123,0.82548461,0.810046849,0.841216582,3.17E-84,Prostate cancer,ieu-b-85,"NCOA4_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.01191333,1,0.0131762
"HCG4B_T cell, CD8, naive activated",HCG4B,"T cell, CD8, naive activated",1,0.035059007,0.00668942,NA,NA,1.60E-07,NA,NA,NA,NA,NA,NA,NA,0.021947744,0.048170269,1.035680819,1.022190368,1.049349312,2.73E-05,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.000472088,0.996586917,1
"HCG4B_T cell, CD8, naive",HCG4B,"T cell, CD8, naive",1,0.019606564,0.006354697,NA,NA,0.002033019,NA,NA,NA,NA,NA,NA,NA,0.007151359,0.032061769,1.019800035,1.007176991,1.032581285,0.049439772,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.93E-06,0.785821969,1
"HCG4B_T cell, CD4, TH1 TH17",HCG4B,"T cell, CD4, TH1 TH17",1,0.02016566,0.006535906,NA,NA,0.002033019,NA,NA,NA,NA,NA,NA,NA,0.007355285,0.032976036,1.020370361,1.007382402,1.033525771,0.049439772,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.06E-08,0.763676741,1
"HCG4P3_T cell, CD4, TH2",HCG4P3,"T cell, CD4, TH2",1,-0.03680802,0.010745966,NA,NA,0.000614149,NA,NA,NA,NA,NA,NA,NA,-0.057870112,-0.015745927,0.96386116,0.943772524,0.984377392,0.018895664,Prostate cancer,ieu-b-85,"HCG4P3_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.34E-08,0.759118383,1
"ZNRD1-AS1_T cell, CD4, TH17",ZNRD1-AS1,"T cell, CD4, TH17",1,-0.032821929,0.009582241,NA,NA,0.000614149,NA,NA,NA,NA,NA,NA,NA,-0.051603121,-0.014040737,0.967710866,0.94970571,0.986057375,0.018895664,Prostate cancer,ieu-b-85,"ZNRD1-AS1_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.27E-09,0.759118383,1
"UHRF1BP1_T cell, CD4, TH17",UHRF1BP1,"T cell, CD4, TH17",1,0.03849978,0.007076546,NA,NA,5.31E-08,NA,NA,NA,NA,NA,NA,NA,0.02462975,0.052369811,1.0392505,1.024935568,1.053765364,1.08E-05,Prostate cancer,ieu-b-85,"UHRF1BP1_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.715969372,0.978105176,1
"UHRF1BP1_Monocyte, non-classical",UHRF1BP1,"Monocyte, non-classical",1,0.050610677,0.009302619,NA,NA,5.31E-08,NA,NA,NA,NA,NA,NA,NA,0.032377544,0.06884381,1.05191328,1.0329074,1.071268875,1.08E-05,Prostate cancer,ieu-b-85,"UHRF1BP1_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.778063998,0.978105176,0.955058
"UHRF1BP1_T cell, CD4, TH1 TH17",UHRF1BP1,"T cell, CD4, TH1 TH17",1,0.039647275,0.007287464,NA,NA,5.31E-08,NA,NA,NA,NA,NA,NA,NA,0.025363845,0.053930704,1.040443718,1.025688244,1.055411464,1.08E-05,Prostate cancer,ieu-b-85,"UHRF1BP1_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.372311743,0.978105176,1
"C1orf145_T cell, CD4, naive",C1orf145,"T cell, CD4, naive",1,-0.030176293,0.009267626,NA,NA,0.001129549,NA,NA,NA,NA,NA,NA,NA,-0.048340839,-0.012011747,0.970274466,0.952808977,0.988060106,0.031214582,Prostate cancer,ieu-b-85,"C1orf145_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.509080659,0.995880252,0.513341
"HLA-DRB6_T cell, CD8, naive activated",HLA-DRB6,"T cell, CD8, naive activated",1,-0.033821178,0.009175701,NA,NA,0.000227851,NA,NA,NA,NA,NA,NA,NA,-0.051805552,-0.015836805,0.966744364,0.94951348,0.984287938,0.009161648,Prostate cancer,ieu-b-85,"HLA-DRB6_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",2.09E-09,0.40220203,1
"RP5-1029F21.4_Monocyte, non-classical",RP5-1029F21.4,"Monocyte, non-classical",1,-0.046249906,0.013434008,NA,NA,0.000575835,NA,NA,NA,NA,NA,NA,NA,-0.072580561,-0.01991925,0.954803322,0.929990822,0.980277828,0.018348265,Prostate cancer,ieu-b-85,"RP5-1029F21.4_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.36E-20,0.92654678,1
"RP11-6L6.2_B cell, naive",RP11-6L6.2,"B cell, naive",1,0.026109502,0.007214468,NA,NA,0.000295689,NA,NA,NA,NA,NA,NA,NA,0.011969145,0.040249858,1.026453341,1.012041062,1.041070862,0.011118228,Prostate cancer,ieu-b-85,"RP11-6L6.2_B cell, naive_Prostate cancer_ieu-b-85",0.745324358,1,0.760188
"RP11-6L6.2_T cell, CD4, TH17",RP11-6L6.2,"T cell, CD4, TH17",1,0.026395826,0.007293584,NA,NA,0.000295689,NA,NA,NA,NA,NA,NA,NA,0.012100402,0.04069125,1.026747281,1.012173908,1.041530483,0.011118228,Prostate cancer,ieu-b-85,"RP11-6L6.2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.694773841,1,0.700399
"RP11-6L6.2_T cell, CD8, naive",RP11-6L6.2,"T cell, CD8, naive",1,0.027230101,0.007524107,NA,NA,0.000295689,NA,NA,NA,NA,NA,NA,NA,0.012482852,0.041977351,1.027604229,1.012561088,1.042870859,0.011118228,Prostate cancer,ieu-b-85,"RP11-6L6.2_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.696331221,1,0.700395
"ACAT2_T cell, CD4, TH1",ACAT2,"T cell, CD4, TH1",1,-0.039418648,0.009677632,NA,NA,4.64E-05,NA,NA,NA,NA,NA,NA,NA,-0.058386807,-0.020450489,0.961348158,0.943285007,0.979757204,0.002526488,Prostate cancer,ieu-b-85,"ACAT2_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.08343837,1,0.0834384
"VARS2_T cell, CD4, TH2",VARS2,"T cell, CD4, TH2",1,0.039191058,0.010416228,NA,NA,0.000168223,NA,NA,NA,NA,NA,NA,NA,0.018775251,0.059606864,1.039969159,1.018952614,1.061419183,0.007082621,Prostate cancer,ieu-b-85,"VARS2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",6.56E-10,0.653413556,1
"ZSCAN23_T cell, CD4, TH17",ZSCAN23,"T cell, CD4, TH17",1,0.060390839,0.013829204,NA,NA,1.26E-05,NA,NA,NA,NA,NA,NA,NA,0.0332856,0.087496078,1.062251635,1.033845763,1.091437984,0.000829159,Prostate cancer,ieu-b-85,"ZSCAN23_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.95074183,1,0.950742
"ZBTB38_Monocyte, non-classical",ZBTB38,"Monocyte, non-classical",1,0.055983977,0.010178905,NA,NA,3.80E-08,NA,NA,NA,NA,NA,NA,NA,0.036033323,0.07593463,1.057580737,1.036690392,1.078892045,8.49E-06,Prostate cancer,ieu-b-85,"ZBTB38_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.981668649,0.995780461,0.981669
"HLA-DQB2_T cell, CD4, naive",HLA-DQB2,"T cell, CD4, naive",1,-0.044341394,0.009660586,NA,NA,4.43E-06,NA,NA,NA,NA,NA,NA,NA,-0.063276143,-0.025406646,0.956627315,0.938684227,0.974913387,0.000338654,Prostate cancer,ieu-b-85,"HLA-DQB2_T cell, CD4, naive_Prostate cancer_ieu-b-85",1.42E-09,0.378488266,1
"STYX_Monocyte, non-classical",STYX,"Monocyte, non-classical",1,-0.039723071,0.009519434,NA,NA,3.01E-05,NA,NA,NA,NA,NA,NA,NA,-0.058381163,-0.02106498,0.961055546,0.943290332,0.979155337,0.001725384,Prostate cancer,ieu-b-85,"STYX_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.910574269,0.995812393,0.910574
"HLA-A_Monocyte, classical",HLA-A,"Monocyte, classical",1,0.050939029,0.012362396,NA,NA,3.78E-05,NA,NA,NA,NA,NA,NA,NA,0.026708733,0.075169325,1.052258734,1.027068608,1.078066679,0.002136226,Prostate cancer,ieu-b-85,"HLA-A_Monocyte, classical_Prostate cancer_ieu-b-85",4.05E-07,0.570147317,1
"GABBR1_NK cell, CD56dim CD16+",GABBR1,"NK cell, CD56dim CD16+",1,-0.031225646,0.009674203,NA,NA,0.001247798,NA,NA,NA,NA,NA,NA,NA,-0.050187085,-0.012264208,0.969256839,0.951051481,0.987810691,0.033687493,Prostate cancer,ieu-b-85,"GABBR1_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.90E-06,0.278852644,1
"C1orf145_T cell, CD8, naive",C1orf145,"T cell, CD8, naive",1,-0.030446326,0.009385709,NA,NA,0.001179041,NA,NA,NA,NA,NA,NA,NA,-0.048842316,-0.012050335,0.970012495,0.952331285,0.988021979,0.032347017,Prostate cancer,ieu-b-85,"C1orf145_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.439681282,1,0.439681
"Y_RNA_ENSG00000199332_T cell, CD4, TH2",Y,RNA,1,0.038359546,0.011882687,NA,NA,0.001245771,NA,NA,NA,NA,NA,NA,NA,0.01506948,0.061649611,1.039104771,1.015183597,1.06358961,0.033687493,Prostate cancer,ieu-b-85,"Y_RNA_ENSG00000199332_T cell, CD4, TH2_Prostate cancer_ieu-b-85",6.55E-10,0.196097523,1
"XXbac-BPG248L24.12_T cell, CD8, naive",XXbac-BPG248L24.12,"T cell, CD8, naive",1,-0.054886508,0.009487816,NA,NA,7.25E-09,NA,NA,NA,NA,NA,NA,NA,-0.073482628,-0.036290388,0.946592572,0.929152286,0.964360214,2.16E-06,Prostate cancer,ieu-b-85,"XXbac-BPG248L24.12_T cell, CD8, naive_Prostate cancer_ieu-b-85",2.50E-09,0.949394948,1
"HCG27_B cell, naive",HCG27,"B cell, naive",1,-0.042502315,0.010697212,NA,NA,7.09E-05,NA,NA,NA,NA,NA,NA,NA,-0.06346885,-0.02153578,0.958388247,0.938503353,0.97869446,0.003703605,Prostate cancer,ieu-b-85,"HCG27_B cell, naive_Prostate cancer_ieu-b-85",1.39E-08,0.681590592,1
"ATP6V1G2_T cell, CD4, TH2",ATP6V1G2,"T cell, CD4, TH2",1,-0.03208403,0.008902437,NA,NA,0.000313405,NA,NA,NA,NA,NA,NA,NA,-0.049532807,-0.014635254,0.968425202,0.951673936,0.985471321,0.011118228,Prostate cancer,ieu-b-85,"ATP6V1G2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",6.55E-10,0.660586945,1
"HCG27_Monocyte, classical",HCG27,"Monocyte, classical",1,-0.045549541,0.011568137,NA,NA,8.23E-05,NA,NA,NA,NA,NA,NA,NA,-0.06822309,-0.022875992,0.955472266,0.934052072,0.97738368,0.004102979,Prostate cancer,ieu-b-85,"HCG27_Monocyte, classical_Prostate cancer_ieu-b-85",8.92E-10,0.68681496,1
"TNFSF10_T cell, CD4, naive activated",TNFSF10,"T cell, CD4, naive activated",1,0.031845566,0.010011331,NA,NA,0.001467918,NA,NA,NA,NA,NA,NA,NA,0.012223358,0.051467774,1.032358062,1.012298368,1.052815258,0.037943672,Prostate cancer,ieu-b-85,"TNFSF10_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.464208483,NA,0.464208
"CTSK_Monocyte, non-classical",CTSK,"Monocyte, non-classical",1,-0.046943026,0.010132511,NA,NA,3.61E-06,NA,NA,NA,NA,NA,NA,NA,-0.066802747,-0.027083304,0.954141757,0.935379689,0.97328016,0.000283945,Prostate cancer,ieu-b-85,"CTSK_Monocyte, non-classical_Prostate cancer_ieu-b-85",3.15E-09,0.996313404,1
"CTSK_T cell, CD8, naive activated",CTSK,"T cell, CD8, naive activated",1,-0.044605803,0.009628029,NA,NA,3.61E-06,NA,NA,NA,NA,NA,NA,NA,-0.063476739,-0.025734867,0.956374407,0.938495949,0.974593452,0.000283945,Prostate cancer,ieu-b-85,"CTSK_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.575934769,0.996313404,0.62438
"CTSK_T cell, CD8, naive",CTSK,"T cell, CD8, naive",1,-0.036828315,0.007949281,NA,NA,3.61E-06,NA,NA,NA,NA,NA,NA,NA,-0.052408907,-0.021247724,0.963841598,0.948940759,0.978976418,0.000283945,Prostate cancer,ieu-b-85,"CTSK_T cell, CD8, naive_Prostate cancer_ieu-b-85",2.21E-05,0.996313404,0.745756
"IFITM4P_NK cell, CD56dim CD16+",IFITM4P,"NK cell, CD56dim CD16+",1,0.032522664,0.007588622,NA,NA,1.82E-05,NA,NA,NA,NA,NA,NA,NA,0.017648965,0.047396362,1.033057306,1.017805629,1.048537527,0.001107417,Prostate cancer,ieu-b-85,"IFITM4P_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.90E-06,0.910919445,1
"PHLPP2_Monocyte, non-classical",PHLPP2,"Monocyte, non-classical",1,-0.032033004,0.00934296,NA,NA,0.000606767,NA,NA,NA,NA,NA,NA,NA,-0.050345205,-0.013720804,0.968474618,0.950901112,0.986372898,0.018895664,Prostate cancer,ieu-b-85,"PHLPP2_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.588770362,1,0.58877
"GGCX_T cell, CD8, naive activated",GGCX,"T cell, CD8, naive activated",1,-0.0683192,0.00733629,NA,NA,1.25E-20,NA,NA,NA,NA,NA,NA,NA,-0.082698328,-0.053940072,0.933962305,0.920628833,0.947488886,1.90E-17,Prostate cancer,ieu-b-85,"GGCX_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.381179485,1,0.381179
"ZFP30_T cell, CD4, TH1",ZFP30,"T cell, CD4, TH1",1,-0.046281056,0.011182743,NA,NA,3.49E-05,NA,NA,NA,NA,NA,NA,NA,-0.068199233,-0.024362879,0.95477358,0.934074357,0.9759315,0.001981601,Prostate cancer,ieu-b-85,"ZFP30_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.794263735,1,0.851674
"ZFP30_T cell, CD4, TH2",ZFP30,"T cell, CD4, TH2",1,-0.052955552,0.01279548,NA,NA,3.49E-05,NA,NA,NA,NA,NA,NA,NA,-0.078034693,-0.027876411,0.948422167,0.924932337,0.972508551,0.001981601,Prostate cancer,ieu-b-85,"ZFP30_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.751068488,1,0.757505
"RP11-393I2.4_T cell, CD4, TFH",RP11-393I2.4,"T cell, CD4, TFH",1,-0.039510298,0.011129661,NA,NA,0.000385231,NA,NA,NA,NA,NA,NA,NA,-0.061324435,-0.017696162,0.961260055,0.940518053,0.982459496,0.012956815,Prostate cancer,ieu-b-85,"RP11-393I2.4_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.504570087,0.953622559,0.843887
"SEPTIN2 _T cell, CD4, TH2",SEPTIN2 ,"T cell, CD4, TH2",1,-0.046673783,0.00988039,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,-0.066039347,-0.027308218,0.954398688,0.936094031,0.97306128,0.000203286,Prostate cancer,ieu-b-85,"SEPTIN2 _T cell, CD4, TH2_Prostate cancer_ieu-b-85",4.93E-07,1,0.842952
"AC005104.3_T cell, CD4, TFH",AC005104.3,"T cell, CD4, TFH",1,-0.054756931,0.011591515,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,-0.0774763,-0.032037563,0.946715237,0.925448957,0.968470203,0.000203286,Prostate cancer,ieu-b-85,"AC005104.3_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.005433697,1,0.999875
"SEPTIN2 _T cell, CD4, naive TREG",SEPTIN2 ,"T cell, CD4, naive TREG",1,-0.044611952,0.00944392,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,-0.063122037,-0.026101868,0.956368526,0.938828895,0.974235841,0.000203286,Prostate cancer,ieu-b-85,"SEPTIN2 _T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",6.10E-07,1,0.981527
"AC005104.3_T cell, CD4, naive TREG",AC005104.3,"T cell, CD4, naive TREG",1,-0.053837557,0.011396892,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,-0.076175466,-0.031499649,0.947586022,0.926653596,0.968991297,0.000203286,Prostate cancer,ieu-b-85,"AC005104.3_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",6.10E-07,1,0.981527
"AC005104.3_T cell, CD4, TH1 TH17",AC005104.3,"T cell, CD4, TH1 TH17",1,-0.056438985,0.011947589,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,-0.07985626,-0.03302171,0.945124149,0.923249045,0.967517554,0.000203286,Prostate cancer,ieu-b-85,"AC005104.3_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.002638129,1,0.00263813
"AC005104.3_T cell, CD4, naive",AC005104.3,"T cell, CD4, naive",1,-0.049998484,0.010584197,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,-0.070743511,-0.029253458,0.951230866,0.931700832,0.971170283,0.000203286,Prostate cancer,ieu-b-85,"AC005104.3_T cell, CD4, naive_Prostate cancer_ieu-b-85",2.67E-06,1,0.0159695
"POLI_NK cell, CD56dim CD16+",POLI,"NK cell, CD56dim CD16+",1,-0.049437774,0.009887555,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,-0.068817382,-0.030058167,0.951764381,0.933497138,0.970389088,6.45E-05,Prostate cancer,ieu-b-85,"POLI_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.961961163,0.99576649,0.961961
"POLI_T cell, CD4, naive activated",POLI,"T cell, CD4, naive activated",1,-0.047834755,0.009566951,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,-0.066585979,-0.029083531,0.953291301,0.935582472,0.971335324,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.979299845,0.99576649,0.9793
"RAB7L1_Monocyte, classical",RAB7L1,"Monocyte, classical",1,-0.051961948,0.009997429,NA,NA,2.02E-07,NA,NA,NA,NA,NA,NA,NA,-0.07155691,-0.032366986,0.949364991,0.930943296,0.968151219,3.31E-05,Prostate cancer,ieu-b-85,"RAB7L1_Monocyte, classical_Prostate cancer_ieu-b-85",0.773558074,0.78892411,0.821474
"SEPTIN2 _T cell, CD8, naive activated",SEPTIN2 ,"T cell, CD8, naive activated",1,-0.033795789,0.00997128,NA,NA,0.00070068,NA,NA,NA,NA,NA,NA,NA,-0.053339497,-0.01425208,0.96676891,0.948058095,0.985849,0.021341951,Prostate cancer,ieu-b-85,"SEPTIN2 _T cell, CD8, naive activated_Prostate cancer_ieu-b-85",1.68E-08,0.914662704,0.000024599
"SLC6A3_T cell, CD8, naive",SLC6A3,"T cell, CD8, naive",1,-0.027798146,0.008713927,NA,NA,0.001422321,NA,NA,NA,NA,NA,NA,NA,-0.044877442,-0.01071885,0.972584667,0.956114654,0.989338392,0.037144087,Prostate cancer,ieu-b-85,"SLC6A3_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.042471391,0.991535986,1
